Gene	ALU_GSE7334_ELIANA	ABA_GSE3454_FABIAN
At4g15520	-0.45708303349861273	0.24919157118135332
At1g28250	-0.45777717429430403	0.22244157368099698
At5g16200	-0.5602014139376331	0.256729088273146
At5g26731	-0.44905551021699514	0.2379997393963084
At5g59540	-0.5425182205328068	0.2581687569923056
At5g59760	-0.5890470793783034	0.2291196481106831
At5g51930	-0.5318969442390474	0.23119831871178895
At5g48150	-0.5059866555020802	0.2423391829124793
At5g18150	-0.5177269040916173	0.2192503819156064
At5g02520	-0.5044617629831232	0.22771966065211463
At3g56050	-0.43996973435494097	0.2160524822242415
At3g43010	-0.5491945489457409	0.23335038158394628
At4g39740	-0.45164885378084524	0.25288551360898665
At4g25920	-0.48912264943452594	0.21981217818837437
At4g18130	-0.4535723585855917	0.23816918261192355
At1g14820	-0.5644862887080124	0.21878192091385446
At1g27920	-0.6069601876150664	0.2436272137618117
At1g19640	-0.4950008526352552	0.21588645747703794
At1g16160	-0.5913446849505624	0.2173965728363814
At1g22400	-0.589276929007796	0.2304338156187616
At1g11310	-0.5222836357826921	0.23756275352560155
At1g13070	-0.4426860277802538	0.21500201620751191
At2g34960	-0.6029924189730173	0.233046175986427
