Gene	ALU_GSE7334_ELIANA	ABA_GSE3454_FABIAN
orf114	0.30124443453888394	-0.0968116957575888
orf110b	0.29678867629295824	0
ycf5	0.29002962805998356	0
atpB	0.37532046422089227	0
At2g23170	0.32852643238262474	0
At2g40890	0.33092529154022926	0
At2g45230	0.3764446403989754	0
At2g47590	0.26271579528612365	-0.1185246932338229
At2g47540	0.2966789416379837	0
At5g12430	0.3740272350895211	0
At5g12370	0.3500809037739815	0
At1g67830	0.23357941034123234	0
At4g16143	0.27628846677562297	0
At4g25580	0.3560549209050359	0
At4g14150	0.27467375470974603	0
At4g14210	0.2667024661234555	0
At4g16146	0.2829772588999156	0
At4g14615	0.3111993815238992	0
At4g16442	0.3010966830949086	0
At4g17770	0.2649676259836784	0
At4g16690	0.2824653119124111	0
At4g17600	0.3585630108104275	0
At4g14965	0.2874850375996159	0
At4g17520	0.37986838391471434	0
At4g17610	0.23573239563761222	0
At4g17360	0.24750050823720401	0
At4g16870	0.35357701916271184	0
At4g16050	0.27195812064892166	0
At4g16060	0.2624942090552501	0
At4g16170	0.3464111983926523	-0.10138664577036749
At4g15710	0.3550662128978157	0
At4g15740	0.24290227383338056	0
At4g15300	0.29011047987401517	0
At4g14650	0.28544564608575773	0
At4g14695	0.3179407802414262	0
At4g14770	0.2736071113416174	0
At4g14550	0.28612851079392654	0
At1g56675	0.36028861791437433	0
At1g56570	0.25038469832929694	0
At1g56560	0.3081597292889973	0
At1g28320	0.24426625975316402	0
At5g04270	0.24691865044668393	0
At1g25988	0.3821361582515579	0
At1g33600	0.29242261335630226	0
At1g30260	0.24684640360818783	0
At1g35180	0.28914180992605304	0
At1g32200	0.2703091234634717	0
At1g32100	0.37828460013048165	0
At1g46912	0.36690535339556396	0
At1g58420	0.36163050163272453	0
At5g13530	0.3109963097089589	0
At1g58025	0.27375820294720654	0
At1g26230	0.38177109840687035	0
At5g09420	0.3266506108640001	0
At5g09440	0.33804313485464293	0
At5g11090	0.3336100316323379	0
At5g24750	0.23223140084906088	0
At5g28500	0.3268179083917783	0
At5g19710	0.34293437897741524	0
At5g19720	0.37875877099369576	0
At5g10700	0.2338893387298411	0
At5g21105	0.28127824946724833	0
At5g19450	0.3760953208876556	0
At5g19350	0.2325688308097826	0
At5g20220	0.23606185180192016	0
At5g20440	0.3209937994645297	0
At5g20550	0.3408349346902283	0
At5g20390	0.2837281576908801	0
At5g32560	0.3694603687765646	0
At5g19880	0.2587651951032123	0
At5g20870	0.375727010962169	0
At4g36800	0.2700668351408378	0
At1g31860	0.2966814596449339	0
At3g51820	0.28382462557465216	0
At1g31930	0.30716104392750565	-0.11263679171443423
At3g56850	0.3598083401438134	0
At3g44900	0.2572028581251641	0
At3g56730	0.2847130091862656	0
At1g16570	0.36278120381074314	0
At1g40150	0.3424940923688622	0
At1g51890	0.24224404129312124	0
At1g77360	0.3253165725830302	0
At1g58180	0.23463417928942645	0
At1g57680	0.2974471177813811	-0.11184352932462925
At1g57700	0.33893997308592	0
At5g16750	0.24653474669377723	0
At5g17010	0.3141281601892657	-0.10332717222436784
At5g16100	0.269605477203234	0
At5g15630	0.3467206037659503	-0.12275425817224209
At1g31650	0.23650275708864443	0
At5g14830	0.2571355964912233	0
At5g14760	0.26684575182842596	0
At1g50730	0.3481325652089383	0
At5g34870	0.2997476104553451	0
At5g35240	0.2682454555514427	0
At5g34790	0.2917908404184343	0
At5g27760	0.29389255110777135	0
At5g27700	0.3640136292989073	0
At5g27830	0.28818705472536243	0
At5g26080	0.32382089975816053	-0.09752714251278685
At5g25510	0.3117871730203254	0
At5g25880	0.2359347494010208	0
At5g25080	0.2596262765911702	0
At5g25360	0.2398723026161913	0
At5g25440	0.34454209739828495	0
At5g25040	0.27907508482201226	0
At5g04890	0.3009856123884242	0
At5g67290	0.2416725603561737	0
At5g67420	0.33900166930972214	0
At5g66710	0.28457242038881064	0
At5g66890	0.3063384358039358	0
At5g66510	0.2913958124430232	0
At5g66060	0.29812052865581223	0
At5g66070	0.2879433074832971	0
At5g66170	0.36060476165602506	-0.10597887040541895
At5g66210	0.3729043068781782	0
At5g65670	0.3542112964971331	0
At5g65420	0.3190360073951242	-0.10084632963424511
At5g65500	0.2474806288100224	-0.11801797930534268
At5g65000	0.2545674220330169	0
At5g64640	0.28902875373043785	0
