"ID_REF"	"GSM78332"	"GSM78333"	"GSM78334"	"GSM78335"	"GSM78336"	"GSM78337"	"GSM78338"	"GSM78339"	"GSM78340"	"GSM78341"	"GSM78342"	"GSM78343"
"244901_at"	40	19.9	46.4	37.6	46.2	37.7	54.9	23.2	50.8	60	48.1	46.9
"244902_at"	74.3	49.9	42.6	50.9	47.8	63.6	76.9	32.9	57.5	59.1	47.3	36
"244903_at"	74.6	22.9	57.3	36.2	32.5	30.9	66.2	24.2	53.8	30.6	42	49.9
"244904_at"	9.1	42.4	15.8	28.7	11.8	7.3	23.7	4.5	6.1	3	3.9	5.9
"244905_at"	34.9	74.4	71.7	35.4	79.4	44.9	40.1	56.2	69.7	73.4	48.7	63.4
"244906_at"	41.1	20.3	66.5	22.6	22.6	39.9	21.9	19.2	76	24.8	17.4	77.4
"244907_at"	3.6	3.4	4.5	2.8	6.7	1.7	4.8	2.3	2.2	15.6	4.2	7.2
"244908_at"	2	2.2	1.8	1.6	2.3	2.1	2.6	1.6	2	2.2	1.8	2.1
"244909_at"	5.1	6.6	21.9	7.2	35.6	20.6	14.8	16.2	30.3	10.3	44.5	6.7
"244910_s_at"	24.3	31.2	33.4	44.2	34.7	38	24.4	36.1	34	24.1	28.5	18.1
"244911_at"	27.9	10.2	23.1	17.7	25.7	19.3	20	19.6	17.9	9.6	18	9.9
"244912_at"	545.9	715.2	1344.1	411.3	620.9	1118.2	482.6	468.5	1325	525.2	650.3	1698.3
"244913_at"	25.1	12.1	51	12.8	16.7	25.1	11.5	15.6	14.8	22.1	12.1	18.4
"244914_at"	12.1	2.1	9.9	25.4	1.1	16.6	10.1	2.4	2.5	12	6.7	3.3
"244915_s_at"	29.4	6.2	10.8	7.5	26.9	51.9	16.7	12	9.6	5.3	5.4	7.6
"244916_at"	33.7	26.5	40.1	26.1	7.6	5.3	8.7	17.3	25.5	18.3	28.1	10.6
"244917_at"	2	2	2.5	2.1	2.7	3.9	5.3	1.5	3	2.5	1.6	2.1
"244918_at"	31.1	33.8	46	25.2	20.8	6.3	27.8	11.5	23.7	10.6	12.7	4.9
"244919_at"	14.2	8.3	12.3	10.2	3.5	12.9	16.2	10.2	9.5	8.7	4.9	8.9
"244920_s_at"	101	79.7	88.8	79.7	97	99.7	65.3	97.6	93.2	76.6	84	85.4
"244921_s_at"	81.6	70.3	74.6	80.1	53.4	72.8	91.5	53.3	79.4	63	61.7	74
"244922_s_at"	37.6	27.9	30.1	27.3	20.5	59.6	65.2	24.2	55	51.9	36.6	32.2
"244923_s_at"	30.6	41.9	77.6	34.6	58.5	45.8	53.5	19.6	49.5	44.1	46.8	44.8
"244924_at"	49	7.4	37.2	17.5	45.8	50.9	37.6	27.4	58.1	56.7	7.7	11.7
"244925_at"	31.2	18.7	23.5	26.6	23.2	36.6	22.6	18.1	21.7	22	31.3	32
"244926_s_at"	5.3	3.6	4.2	3.1	4.3	2.8	4.5	3.5	4.8	7.2	3.1	3.1
"244927_at"	16	61.7	89.8	63	94.2	81.9	106.8	89.2	106.1	120.8	67.7	62.2
"244928_s_at"	110.7	73.9	141	88.6	154.7	158	94	135.8	94.1	113.5	79.5	112.1
"244929_at"	259.9	287.2	391.8	262.2	307.4	362.2	283.9	313.9	474.1	262.2	269.4	446.9
"244930_at"	26.3	11.2	30.5	25.5	36.8	29.3	48.1	29.3	16	37.5	19.1	33.5
"244931_at"	7.7	3.9	11.1	2.8	4.2	5	4.8	1.5	7	1.5	3	7.6
"244932_at"	591.4	852.4	1440.9	509.6	991.1	1199.6	421.5	617.1	1639.3	523.3	836.7	1493.9
"244933_at"	538	808	1079	338.1	494.7	904.8	252.2	431.8	1341.9	411.2	575.7	938.3
"244934_at"	95.6	150.3	253.2	123.5	168.5	239.3	112.4	126.2	230.2	129	132.4	187.6
"244935_at"	3324.7	4967.5	6091.4	3612.1	4487.7	5345.2	2615.7	4076.6	5895.9	4708.5	3985.4	5121
"244936_at"	1544.6	1714.5	2374.8	1259.4	1579.6	2199.5	870.2	1376	2531	1682.4	1509.4	2239.4
"244937_at"	135.7	194.6	192.5	103.8	229.1	198.2	119.1	97.1	299.6	120	148	238.9
"244938_at"	200.1	298.2	387.1	210.4	347.4	482.4	182.6	299.5	443.2	224.3	254.3	439.9
"244939_at"	66	107.7	176.4	37.5	149	165	64.5	105.3	201.4	80.5	105.7	215.8
"244940_at"	281.2	588.9	836.6	257.4	569.7	788.9	274.5	423.5	843	353.5	580.9	955.1
"244941_at"	75.7	71.1	85.9	82.6	96.7	61.7	90.2	62.6	92.3	57.7	67.3	75.6
"244942_at"	5.4	4.5	9.3	7.8	6.9	6.7	7.6	4.8	8.7	8.6	6.4	7.6
"244943_at"	103.5	58.3	69.8	76.2	59.4	57.4	83.8	71.5	72.9	56.5	30.9	68.1
"244944_s_at"	259.9	212.3	291.5	259.5	281.7	264.6	241.9	248.9	303.5	260.7	165.6	351.6
"244945_at"	92.1	72.7	94.6	86.3	112	83.2	100.1	83.7	97.8	69.8	89	97.5
"244946_at"	59.3	49.4	78.1	58.1	72.1	47.1	76.6	53.9	70	85.2	58.7	60.4
"244947_at"	53.2	40.2	47.4	49.1	46.7	51.6	76.5	44.6	41.7	53.1	39.8	47.5
"244948_at"	17.3	6.9	6.6	9.3	8.2	32.6	21.9	3.3	19.9	40.9	12.5	7.1
"244949_at"	53.5	39.5	41.3	42.6	32.5	60.3	26	35.2	11	60.5	43.6	43.2
"244950_at"	18	46.9	41.4	11.4	9.3	33.8	38.2	24.2	25.8	4.5	31.8	49.9
"244951_s_at"	175	113.6	188.6	153.3	176.9	190	184.3	107.3	149.5	156.5	108.5	143.4
"244952_at"	28	31.1	28.6	26.4	42.1	35.5	44.7	25.5	31.6	34.7	23.9	37.6
"244953_s_at"	63.8	46.6	74.1	51.1	70	69.9	76.5	48.7	58.5	55.8	28.3	59.6
"244954_s_at"	9.6	0.5	2	0.6	1	0.7	1.1	0.9	1.4	1.9	1.1	1.1
"244955_at"	6.8	32.4	38	18	29.3	37.3	21.6	6.4	25.4	27.2	3.2	14
"244956_s_at"	75.6	71.1	61.3	74.3	84.8	87.4	90	93	91.8	77.9	57.4	64.9
"244957_at"	56.2	41	44.4	43.2	54.2	38.9	50.3	30.2	43	29.9	30.2	34.6
"244958_at"	28.9	2.8	11.3	8.7	34.5	25.6	36.8	34.8	35.1	32.3	3.6	35.9
"244959_s_at"	119.6	91.3	107.8	87	100	129.1	100	65.9	128.3	89.1	99.1	147.7
"244960_at"	3305.8	3069.4	3637.5	3231.3	3743	3466.7	3712	3455.2	4215	2972.4	3230.6	3253.9
"244961_at"	3750.1	6026.4	7530.9	4569.7	6579.1	6590.3	3495.4	5986.4	7052.9	4201	4489.8	6521.1
"244962_at"	2110.5	2939.2	4809.1	2413	3508.7	3677.5	1940.8	2617.4	5032.3	3127.9	2719.7	4801.6
"244963_at"	7912.2	8876.9	9629.9	7441.1	9968.2	8080.6	8241.3	8787.7	8912.1	7277.5	9316.5	8607
"244964_at"	4802.3	5614.3	5733	4327.9	6298.6	5306.4	4843.9	5165.5	5867.1	3825.7	6139.6	5934.1
"244965_at"	888.5	1557.7	1602.2	949.7	1644.5	1550.8	1321.1	1425.5	1656.6	934.7	1264.7	1476.5
"244966_at"	631.8	1599.7	2033	437.5	1767	1725.5	1253	865.5	2132.8	1006.2	1135.6	1927.2
"244967_at"	8272.7	8397.4	8278.5	7834.2	9313.5	7708.3	8332.7	8218	9017.7	7730.6	7194.9	8729.6
"244968_at"	9269.7	9595.6	10901.8	8983.1	10122.4	9552.6	8266.7	9282.1	10421.6	10193.1	8156.9	10162.1
"244969_at"	3155.7	3412.6	3699.4	3278.2	3237.6	3657.2	3272.8	3377.5	3913.8	3622.8	2868.7	3429.2
"244970_at"	194.1	199.9	280.2	207.2	309	334.9	203.3	233	318.5	235.3	186	361.4
"244971_at"	4258.4	6079.8	7704.6	4574.4	6193	6260.8	3120.6	6365.7	7270.8	6349.3	4697.2	7691.5
"244972_at"	788.3	1002.3	1621	662.9	835.6	1376	569.4	630	1718	751.6	825.9	1943.9
"244973_at"	716.7	760.9	1020.7	632.9	663.2	1046.6	378.6	518.2	1465.6	488.4	605.1	1425.7
"244974_at"	67.8	116.7	183.6	98	81.2	188	82.5	34.8	251.1	65.3	80.9	150.7
"244975_at"	3428.3	3778.6	4806.3	2952.4	3548	4126.8	2692.2	2843.6	4941.5	3262.8	3010.6	4469.6
"244976_at"	10492.3	11447	12403.2	10034.2	10493.2	10678.6	8133.9	10011.7	11753	10733.4	9955.2	12170.4
"244977_at"	59.8	66	91.2	64.6	56.4	70.5	48	55	78.7	59.9	69.4	80.3
"244978_at"	4978.4	5865.2	5046	5409.9	5162.5	5364.9	5178.3	4764.1	6882.8	4510.2	5508.3	6958.2
"244979_at"	6758	8767.1	9931.4	6591.2	8658	8906.6	6625.9	7856.7	9075.6	7356.3	8866.2	10294.8
"244980_at"	5247.1	7069	7928.4	5487.7	7125.4	7645.2	4816.7	6515.9	7616.3	5392.4	6979.4	8248.3
"244981_at"	4869.9	5605.7	6539.3	4188.5	6030.1	5759.4	4727.5	4628.1	6523.8	3427.4	5866.9	6508.1
"244982_at"	2213.8	2888	3133.1	1944	2467.3	3364.8	1739.9	1959.8	3044.1	1729	2877.7	3166.1
"244983_at"	2280.8	3017.9	3559.6	1996.6	3083.7	3344.4	2230.3	2023.7	3392.5	2374.9	2795.3	3525.4
"244984_at"	8465.8	7865.7	8310.3	7824.5	8083.1	8205.1	7999.3	7768.8	9024.6	9184.8	8164.3	8122.6
"244985_at"	9538.9	10418.2	10542.4	8762.3	9477.8	8670.7	8418.8	9091.1	9719.9	9180.6	9593	9667
"244986_at"	5860	5966.2	6338	5235.8	6612.4	5434.2	5650.7	5338.3	6890.8	6214.3	5966.3	5913.8
"244987_s_at"	11587.1	13064.5	13635.5	11965.9	13632.8	10872.2	11752.6	11111.9	12726.9	13842.7	12588.5	11586
"244988_s_at"	8586.2	9810.1	9417.1	9319.7	8746.9	7207.4	8692.3	7141.6	9520.8	7781.1	7241.4	7820.9
"244989_s_at"	25.7	30.7	48.8	32	31.5	44.4	20.1	26.6	25.8	23.8	19.2	38.3
"244990_s_at"	10.4	27.6	47.9	21.9	52	48.9	32.5	40.6	47.5	28.6	33.9	67.8
"244991_s_at"	99.4	87	83.5	61.2	83.7	118.5	111.7	114.1	85.9	89.4	90.2	113.8
"244992_s_at"	1142	2148.1	3296.3	1099.5	2359.3	3176.4	1022	1856.5	2955.6	1682.1	2286	3649.4
"244993_s_at"	5032.2	5488	4737.8	3026.6	5299.9	4637.8	4373.5	3568.7	4993.7	3235.7	4831.8	4387.4
"244994_at"	29.7	26.7	28.5	21.8	13.8	27.3	13.5	14.3	21.5	18.6	27.2	31
"244995_at"	78.3	138.3	183.2	64.7	135.3	188.7	62.6	100.6	203.4	64.3	123.4	181.3
"244996_at"	1744.3	2941.6	4302.4	2023	3329.8	4316.5	1372.1	2381.1	4534.1	2546.8	2689.6	4068.4
"244997_at"	777.6	1106.9	1693.3	811.5	1255.8	1713.5	533.1	715.3	1918	895.1	930.1	1990.2
"244998_at"	2577	3089.4	3925.2	2632.1	2962.6	4159.5	1895	2477.7	4459.7	3318.5	3138.5	5093.2
"244999_at"	136.7	188.4	375.7	130.8	157.2	294.5	100.4	109	385.3	178.2	212	473.7
"245000_at"	63.5	101.5	160.7	66.6	87.8	116.7	101.2	80.3	141.6	45.8	63	128.2
"245001_at"	8652.2	10065.9	13794.2	9877.7	13251.4	10212.8	10903.2	12107.9	13087.2	8127.5	10699.3	12762.1
"245002_at"	837.3	1443.8	2181.5	675.1	1293.2	1818.8	790.2	678.4	2230.8	756.1	887.3	1613
"245003_at"	2204.9	3195.1	5244.3	1889.6	3119.3	4268.8	1589.4	1817.9	4830.1	1850.3	1965	3869.6
"245004_at"	3716.3	5092.2	5769.7	3210.3	4772.2	5522.3	2504.2	3866.1	6531.1	2995.1	3786	5128.5
"245005_at"	71	41.2	66.4	47.9	82.5	74	56	55	57	72.8	31	74.6
"245006_at"	3452.3	4893.7	9278.9	3453.6	5451.8	6849	2995.6	4034.7	8639.4	5315.1	4328.5	8221.6
"245007_at"	1513.3	2032.6	3731.2	1072.7	1818.8	2706.2	1068.8	1255.6	4013.6	1426.9	1518.8	3210.7
"245008_at"	171.6	301.1	367.3	156.4	304.2	421.1	153.4	249.3	424.8	180.6	233.8	404.8
"245009_at"	12982.7	14645.9	14306.7	13378	13724	11880.1	11553.9	13687.5	13144.4	13170.9	14074.9	13040
"245010_at"	125.5	200.2	390.6	133.3	182.4	312.1	140.8	153.5	376.5	153.9	119.2	383.5
"245011_at"	143.2	164.1	383.6	163.8	215	282.7	154.1	181.1	300	127.5	146.9	313.8
"245012_at"	5404.3	5519.9	6338	5626.7	6010.8	5620.7	5314.6	5602.2	6655.6	5343.5	5446.1	5920
"245013_at"	8500.1	10040	13111.1	9127.2	11344.3	11251.5	7834.5	8493.2	12385.9	9907.9	8519.3	12260.5
"245014_at"	9794.9	12440.6	14885.4	10506.4	13928.9	12712.6	9458.6	10872.3	14377.8	11835.3	10934	14477.7
"245015_at"	166.9	322.2	753.3	217.3	324.7	651.1	192.4	208.6	791.3	175.6	196.9	619.9
"245016_at"	439.3	534.7	756.1	263.2	552.2	653.7	270.7	371.7	774.1	323	443.2	867.9
"245017_at"	1539.3	2382.8	3957.1	1529.5	2289.1	3240.1	1641.3	2195.2	3850.7	1598.6	2077	3508.6
"245018_at"	2554.2	2885.1	3619.8	1639.8	3048.2	3350.4	2047.2	2044	4385.7	1813.9	2315.6	3912.4
"245019_at"	3443	4344.4	5479	2893	4244.9	5253.8	2746	3557	5781.9	2718.3	3728.7	5308.7
"245020_at"	4524.6	5819.9	7321.9	4371.1	5609.6	7029.7	3867.8	5293.5	7318.6	5273.5	4799.6	7579.2
"245021_at"	4259.6	4926.7	5034.3	5490.4	5628.2	4778.7	5854.3	5339.9	6250.7	4131.4	5364.2	5353.3
"245022_at"	2412	2260.9	2370.9	2193.2	2429.8	2302.2	2290.8	2244	2697.2	2454.5	2365.8	2203.6
"245023_at"	1542.4	1901.6	2255.7	1403.8	1857.3	2163.3	1504.4	923.7	2220.1	1110.1	1291	2150.7
"245024_at"	4947	7117.4	8842	4711.2	7147.4	8175	4485.4	5853	8650.8	5408.3	6841.7	8936.8
"245025_at"	2147.8	3050.3	3203.4	1456.1	2456.7	3503.1	1655.2	1814.7	4132.1	1518.2	2828.6	4695.4
"245026_at"	1484.3	2187.9	2982.6	1176.7	2160.6	2740.5	1177.4	1385.3	3096.1	1309.3	1751.5	3441.7
"245027_at"	641.8	615.6	731.2	574.9	490.1	542.5	769.9	626.7	1004.6	610.1	489.4	580.3
"245028_at"	374.5	329	354.2	291	303.6	262.5	511.8	370.4	478.7	398.5	437.5	359.1
"245029_at"	182.9	267.2	293.5	279.7	227	239.6	151.7	186.5	153	131.8	130.9	180.1
"245030_at"	1.2	1.4	1.2	3.1	1.1	10.9	1.4	3.2	0.8	9.5	0.6	1
"245031_at"	114	83.8	125.9	119.1	107	125.2	139	117.7	118.9	128.3	88.1	99.8
"245032_at"	37	31.8	33.2	30.1	37.9	41.1	36.7	33.3	38	32.5	37	42.1
"245033_at"	30.5	36	23.4	28	38.4	42.8	43.5	31.7	41.6	16.5	32.7	31
"245034_at"	16.7	50.3	64.1	24.7	75.1	38	59.1	59.2	58.6	58.6	46.7	49
"245035_at"	300.6	69.6	42	211	132.5	118.1	273.6	64.2	93.6	217	159.3	130.5
"245036_at"	21.8	17.9	23	29.8	36.2	24.8	19.7	33.1	4.8	28.9	26.8	31.8
"245037_at"	51.1	46.4	62.4	58.3	56.2	49.5	55.3	37.1	52.3	53	46.2	45
"245038_at"	216.5	1133.6	268.7	707.9	1972.5	1092.1	175.9	781.4	221.1	783.9	809.1	1819.9
"245039_at"	823.6	535	474.6	634.5	524.7	480.4	1138.1	874	798.3	953.2	906.7	923.7
"245040_at"	15.9	13	15.4	55.2	12.3	17.9	13.3	27.1	16	59.4	43.6	13.7
"245041_at"	420.7	530.1	290.9	419.3	756.7	293.8	310.7	417.5	187.5	359.6	477	347
"245042_at"	377.8	296.8	399.8	370.9	354.1	315.9	465.9	329.1	464.7	325.2	274.9	377.8
"245043_at"	404	314.7	279	339.7	294.1	310.8	394.7	257.6	290	268.9	328.3	288.1
"245044_at"	10247.4	11006.7	12843.5	11227.1	10478.1	10606.7	9959.1	11198.6	11696.5	10774.2	9189.6	11010.3
"245045_at"	892.5	1098.7	1202.1	911.5	1036.9	1125	645.8	1138.4	908.8	906.9	1093.5	1059
"245046_at"	919	935.2	909.2	862.6	1029.5	817.4	793.2	773.3	829.3	785.5	880.5	943.4
"245047_at"	3461	5374.1	8771.4	3951.3	5988.4	8487.6	3252	4254.3	9054	3221	3658	8022.8
"245048_at"	6075.2	6452.2	7579.2	6195.8	7112.1	7536.2	5114.8	6436.2	8768.1	8372.3	6845.3	7908.2
"245049_at"	228.4	476.7	582.8	270.7	473.9	610	187.5	369.5	634	313	346.2	488
"245050_at"	1910.1	2118.4	3086.3	1772.6	2035.1	2454.1	1675.9	1080.7	3196.5	1579.3	1322.6	3058
"245051_at"	818.4	741.4	622.2	730.5	1041.3	888.8	1199.9	598	655.9	1035.2	831.4	1308.3
"245052_at"	1232	843.9	739.8	1004.9	890	973.2	804.2	365.1	355.1	741.8	483.6	654.7
"245053_at"	16.4	7	15.2	49.6	18.6	20.2	22.2	45.7	21.6	12.7	11.4	9.2
"245054_at"	374.2	343.5	239.5	271.5	303.8	293.9	335.6	225.2	241.9	257.1	329.6	221.7
"245055_at"	61.2	48	50.2	51.1	31.9	45.7	42.7	40.5	41.8	45.2	39.6	64
"245056_at"	58.9	55.5	74.8	58.2	85.5	70.1	80.4	64.5	57.8	75	77.7	75.6
"245057_at"	48.1	19.4	16.7	16.4	18.5	15.1	16.8	21.2	28.3	22.6	11.8	13.4
"245058_at"	7.4	6.2	4.2	4.5	5.9	5.6	8.4	4.5	6.4	6.9	24.9	4.6
"245059_at"	981.8	888.6	763.7	836.5	815.8	875.1	1003.5	674.2	900.1	861.8	813.9	859.9
"245060_at"	2159.8	1967.7	1753.7	1995.1	1764.7	1788.6	2480.8	2890.5	1641	2156.5	2013.4	1655.1
"245061_at"	13030	13331.6	14334.6	12105	13680.4	11906.7	12969.5	13065.6	12974.1	14030.5	12371.3	13138.9
"245062_at"	645.6	644.3	668.4	734.9	636.2	645	581.6	588.9	664.3	567.8	579.7	663.2
"245063_at"	278.9	375.5	348.3	357.4	514.6	423.6	142.5	311	237	225.7	371.7	325.8
"245064_at"	222.3	157.3	160.2	263.5	242.8	182.6	432.3	310.8	252.1	338.4	279	351.1
"245065_at"	892.7	790	701.1	824.1	708.1	762.4	978	688.1	750.9	836.1	812.3	641.5
"245066_at"	483.3	564.5	490.8	489	544.5	538	491.8	512	572.3	533.3	481.9	457.1
"245067_at"	3198.7	2962.2	3453.5	3606.5	2768.7	3273.7	3657.7	3772.6	3651.4	4064.6	3190	3589.9
"245068_at"	5.3	4.7	3.8	16.9	5.5	5.4	19.1	9.1	2.5	7.2	4.5	6.7
"245069_at"	3.3	1.1	8.3	2.4	20.2	9.5	10.3	5.7	7.4	10.6	5.7	7.7
"245070_at"	30	27.1	7.3	12.5	36.8	36.9	16.8	31.5	42.7	52.6	20.3	31.2
"245071_at"	19.3	12.5	9.1	3	3.6	4.4	18.5	3.1	24	16.7	3.5	22.2
"245072_s_at"	5.6	16.8	8.6	26.4	9.3	25.6	22.7	20.3	2.5	8	9.5	15.6
"245073_at"	16.5	1.9	16.4	31	3.8	9	9.9	7.2	10	9.7	2.9	10.5
"245074_at"	348.8	183.1	227.2	301.5	238.1	253	461.6	212.9	272.5	327.5	193.3	324.2
"245075_at"	115.5	102.9	109.3	92.7	105.1	121.8	188.6	180.2	142.1	176.5	189.9	145
"245076_at"	321	595.6	295.7	529.3	1054.3	271	743.4	1345.2	210	882.4	1131.2	947.7
"245077_at"	83.9	38.3	39.7	64.4	50.6	34.3	51.4	20.1	64.6	26.3	8	17.7
"245078_at"	221.1	114.5	153.7	209.4	124.5	161.7	193.6	162.6	221.6	151.1	125.4	155.9
"245079_at"	138.3	94.5	113.8	108.8	102.1	98.7	121.9	109.9	92.4	106	96.9	94
"245080_at"	120.8	72.3	57.9	76.4	94.7	57.7	99	89.2	94.1	76.1	98.1	84.2
"245081_at"	98.2	54.4	51.8	94.7	86.9	72.5	92.8	50.6	85.2	97.7	66.4	35.1
"245082_at"	11.8	82.4	7.7	76.7	228.9	60.5	29.1	95.1	32.4	254.8	123.5	246.6
"245083_at"	693.4	640.6	964.7	888.4	868.3	1002.6	703.5	706.3	798.7	678.4	676.6	865
"245084_at"	246	237.1	178.1	208	208.3	176.8	165.2	137.7	138.8	142	144.2	102.2
"245085_at"	4425.4	5383.1	4722.7	3651.1	4567.9	4419.2	3316.1	3417.8	3701.7	2823.6	4666.2	3542.7
"245086_at"	7.7	28.3	60.8	28.3	65.1	68.1	9.7	68.8	18.2	9.7	78.7	54.3
"245087_at"	155.5	133.2	97.6	101.7	110.7	113.2	161.9	86.9	128.9	89.2	93.1	81.2
"245088_at"	26.5	19	8.6	17.9	8.9	3.7	20.1	21.5	13.1	12.3	8.5	36.9
"245089_at"	740.4	643.4	696.1	851.1	642.9	822.7	770.3	732.4	740	878.6	643.7	770.4
"245090_at"	856.1	645.8	756.7	563.5	674.3	698.1	1037.9	750.5	934.9	738.8	856.8	788.4
"245091_at"	35.1	38	58.3	56.5	58.4	51.8	53.5	58.4	47.3	52.4	36.5	37.1
"245092_at"	476.2	345.3	351.2	372	414	332.8	424.3	254.6	304.3	330.2	362.1	405
"245093_at"	192.7	211	249.9	199.1	267.9	277.4	182.3	185.6	256	174.7	184.2	217.8
"245094_at"	1592.3	2330.4	1829.1	1337.8	1437.9	1530.3	1716.7	2578.3	2257.8	1173.9	2037	1494.8
"245095_at"	111.5	78.5	85.7	112.4	99.1	96.2	111.4	76	102.4	114.8	97.5	89.4
"245096_at"	1779	1881.4	1760.2	2705	2306.7	2164.3	2622.5	2852.4	1873.3	2062.5	2093.9	3047
"245097_at"	253.6	271	348.7	303.3	354.9	225.7	282.2	290.4	280.9	233	296.5	328.9
"245098_at"	2390.7	1562.7	1704	2009.1	1285	1342.1	1954.9	1248.1	1343.6	1865	1247	1124.9
"245099_at"	744.1	422.5	433.9	461.2	347.8	436	845.8	478.3	605	706.8	580.4	611
"245100_at"	204.4	231.4	161.1	235.1	194.3	193	181	183	188.2	197.5	214.3	186.3
"245101_at"	1875.2	1471.7	1718.3	1991.2	1562.3	1648.7	2205.1	1969.5	2304.7	2327	2012.6	1926.3
"245102_at"	8.9	15.3	35.8	21.2	25.4	26	14.3	11.3	31.4	31.9	10.3	17.9
"245103_at"	34	6.6	33.2	51	36.1	27.1	47.9	36	33.4	59.6	45	31.1
"245104_at"	417.4	353.9	474.2	480.9	508.1	430.7	543.2	435.1	531.2	504.2	410.3	439.1
"245105_at"	124.1	94.9	128.7	100.3	114.8	98.2	112.2	124.5	118.2	127.8	87.9	118.2
"245106_at"	414.2	460.9	400.6	552.3	646	602.1	303.2	415.4	312.5	388.6	525.2	477.2
"245107_at"	59	3.6	40	58.6	54.5	55.2	128.6	91.5	81.7	137	56	100.8
"245108_at"	84.8	87.5	39.9	85	69.2	81.2	56.6	40.8	32.6	60.9	36.2	25.8
"245109_at"	214.6	202.5	171.2	173.6	197.8	172.9	192.9	146.3	152.3	164.7	156.3	136.2
"245110_at"	67.6	64.2	66.3	56.8	46.7	81	52.5	41.6	37.8	58.1	36.5	41.2
"245111_at"	6.2	12.2	9	16.6	9.3	6	9.4	6.1	8.7	5.7	5.6	5
"245112_at"	533.6	523.1	522.3	609.4	614.1	522.2	1065.5	1149.9	1357.2	1177.1	1260.6	1176.4
"245113_at"	594.5	394.3	464.7	490.8	470.4	530.7	1259.7	653.6	1420.3	1310.9	1984.8	1443.3
"245114_at"	1072	1626.2	1250.8	1197.2	1672.9	1905	977	1354	1063.6	998	1427.7	1327.9
"245115_at"	2276.5	2670.2	3477.8	3221.6	2583.7	3036.6	2512.1	3173.6	3251.4	2519.3	2013.8	3106.5
"245116_at"	472.4	474.4	379.3	409.9	433.4	399.8	398.5	334	332.1	296.6	385.9	340.8
"245117_at"	1670.9	2206.5	2055.3	1740.7	1744.3	1872.8	1118.6	1296.4	1465.6	709	1199.9	1044.8
"245118_at"	1349.8	1835.9	1412.7	1355.2	1601.3	1604.1	1228.4	1260.1	1417.4	1065.4	1545.5	1356.1
"245119_at"	183.7	439	233.7	201.9	401.1	221.2	165	262.7	241.2	248.1	532.3	247.9
"245120_at"	364.9	384	287.3	315.2	316.7	307.7	314.3	227.5	244.8	270.5	305.3	266.8
"245121_at"	6215.6	7987.9	7710.3	7139	8659.9	7456.8	5196.6	8188.4	6617.7	6936	7682.2	7410.9
"245122_at"	897.6	877.4	672.5	726.1	952.5	941.7	501.3	493.2	368.1	520.1	690.5	686.8
"245123_at"	2107.6	2911.5	3029.8	1816.6	2418.4	2641.7	1680.8	1646.5	2204.8	1532.7	1808.7	2032.9
"245124_at"	854.5	863.5	1005.4	1074.9	923.9	971	711.4	886.5	747.9	758.4	859.5	938.4
"245125_at"	18.4	15.9	6.9	9.4	7.8	29	5.8	13.5	7.8	6.4	23.8	27.7
"245126_at"	148	88.4	161.4	164.2	114.2	139.4	122.1	104.1	132.4	105	126	95.7
"245127_at"	1268.2	853.7	741.5	1126.5	574.9	721.7	1689.4	913.1	961.9	1287.5	848.9	809.4
"245128_at"	1.2	11.2	4.1	8.3	14.7	18.1	13.5	10.7	6.1	10.8	6.9	19
"245129_at"	7.8	7	9.5	12.5	2.1	7.4	7.1	9.6	27.7	5.9	1.7	11.1
"245130_at"	398.4	285.3	268.9	280	153.5	253.4	400.5	255.7	430.5	232.6	250.1	251.5
"245131_s_at"	555.3	481.2	506.7	565.5	561.7	599.3	613	579.4	645.3	651.2	725.6	702.6
"245132_at"	203.6	153.8	194.2	196.9	204.3	193.4	181.5	200.8	175.3	217.3	204	192.7
"245133_at"	141.9	155.7	139.7	120.8	158.9	134.6	156	138.7	139.2	122.5	113.5	123.3
"245134_s_at"	251.5	242.1	241	258.9	223.6	283.3	198	255	247.7	235.7	203.8	232.8
"245135_at"	7.2	3.7	7.2	6.8	8.2	7.9	8.2	8.2	8.3	9.1	6.2	8.3
"245136_at"	283.3	214.4	200.3	329.7	228.7	237.9	387.6	217.7	138.6	324	250.5	210.4
"245137_at"	76.9	114.4	91.4	85.3	123.5	129.8	72.5	74.5	76.1	53.9	123.8	90
"245138_at"	506.7	454	394.3	504.9	365.9	456.7	419.3	239.4	328.7	346.9	282.6	279.7
"245139_at"	439	217.9	296.3	291.4	322.8	248.7	278.9	175.5	253.4	265.3	301.6	267.3
"245140_at"	53.3	35.1	66.8	36.7	54.5	49.1	65.1	38.1	49.7	67.5	48.8	39.4
"245141_at"	495.4	418.9	367.6	458	420	371.5	495.8	286	296.8	393.9	490.1	242.1
"245142_at"	156.4	343.3	332.8	174.5	223.4	280.8	120.8	196.9	246.5	113.6	205.1	199.9
"245143_at"	139	127.6	150.6	90.6	136.6	138.8	155.4	86.3	116.8	121.8	97.5	136
"245144_at"	966	1276.7	1194.6	1245.2	1456.6	1321.9	842.5	1061	972.9	1025.9	1160.5	1213.9
"245145_at"	1196	1619.7	1818.1	1244.9	1913.8	1679.7	1068	1603.3	1569.4	1048.2	1681.2	1531.5
"245146_at"	644.4	651.8	632	701.5	636.4	680.3	543.7	755.3	588.3	639.3	614.8	586.1
"245147_at"	115.1	144.7	127.4	138.1	262.9	178.6	100.7	166.9	145.6	133.6	210.3	159.3
