"ID_REF"	"GSM78332"	"GSM78333"	"GSM78334"	"GSM78335"	"GSM78336"	"GSM78337"	"GSM78338"	"GSM78339"	"GSM78340"	"GSM78341"	"GSM78342"	"GSM78343"
"260370_at"	2988.9	3628.2	3883.6	3507.1	3165.3	3678.3	2674.8	3501.4	3506	3252	3204.5	3384.3
"260371_at"	252.6	187.1	197.4	214.2	250	197.3	343.5	244	260.9	203.9	194.5	207.9
"260372_at"	391	367.3	368.2	393.5	340	372.3	422	353.8	446.1	408.8	450.6	435.2
"260373_at"	274.3	303.4	295.2	273.6	308.8	319.2	263.9	250.7	293.3	263.3	276	302.8
"260374_at"	444.1	499	358.8	397.1	411.1	390.8	434.3	348	372.4	358.2	455.9	379.6
"260375_at"	260	197.7	203.6	200	184.2	214.4	197.2	171.8	170.6	213.7	189.4	157.5
"260376_at"	3.7	2.2	3.4	2.7	2.7	3.7	2.5	2.9	3.2	4.4	1.8	1.9
"260377_at"	281.5	223.2	266.6	230.7	251.6	192.9	276.5	177.7	216.2	170.2	190.2	211
"260378_at"	55.2	48.1	57.5	58.6	62.9	51.6	66.5	67.6	56.1	47.6	55.4	58.3
"260379_at"	533	557.2	512.3	506.1	524.2	512.6	672.6	621.9	672.2	635.9	712.3	587.2
"260380_at"	36.5	22.9	18.8	48.5	23.3	15.8	54.8	25.2	27	61.2	30.2	19.5
"260381_at"	73.3	35.9	28.5	41.9	28.6	45	37.7	7.6	33.1	49.6	35.3	49.6
"260382_at"	45.2	19	37.5	35.4	47.3	27.4	36.3	41.2	37.2	41.3	42.9	22.2
"260383_s_at"	5482.6	5884.2	5403.4	4888.4	6397	5383.1	4624.1	4795.9	4616.6	4353.5	5723.4	4930.6
"260384_at"	276.6	424	388.1	291.9	442.8	378.7	285.9	375.7	317.2	305.6	344.2	398.7
"260385_at"	3040.6	2495.3	1965.7	2623.2	2262.8	2161.3	3399.1	2523.9	2285.8	2623.8	2177	1844.3
"260386_at"	239.3	92.3	137.8	208.7	132.8	135.9	305.4	117.1	155.7	245.9	176.8	157.6
"260387_at"	3894.5	2278.5	1485.6	4028.4	3052.6	2313.9	5052.4	3210.9	2741.6	4467.6	3220.2	4172.7
"260388_at"	240.3	319.3	494	282	201.5	327	260.9	222.1	457.4	217.5	191.3	203.2
"260389_at"	124.7	53.5	89.1	138.3	118.3	101.2	98.8	101.4	88.8	102.8	66	84.5
"260390_at"	642.7	720.4	607.1	707.9	675.4	685.6	423.6	592.5	497	462.3	678.8	530.8
"260391_at"	1225.7	515	897.7	881.2	818.6	752	2530.7	1132.5	1617.6	1933.7	1770.5	1388.7
"260392_at"	1158.3	1322.2	1073.6	1329.6	1296.8	1174.8	1063.1	1355.5	910.3	1347.5	1260	961
"260393_at"	1678.4	2195.9	1943.5	1390.6	1256.6	1394.1	2613.8	2860.7	2795.1	1673.3	2501.6	2028.3
"260394_at"	105.2	7.8	17.7	106.5	95.3	58.2	83.4	62.1	54.3	185.2	117.8	88.6
"260395_at"	414.6	274.6	201.9	295.1	217.1	215.9	415.4	224.9	233.4	181.6	257.4	182.3
"260396_at"	9.8	1.6	5.9	36.8	5.7	23.4	27.3	6.5	30.4	24.4	5.3	30.5
"260397_at"	300.1	273.8	327	321.7	287.4	339.1	304.7	388.1	331.1	345.5	324.8	315.1
"260398_at"	390.5	430.2	323.4	368.2	451.4	420.9	301.1	346.2	250	217.1	401.4	339.3
"260399_at"	27.3	54.5	34.6	49.4	101.5	69.6	70.1	64.3	14.5	72.8	67.1	70.9
"260400_at"	75.2	7.2	64.8	51.5	50.3	68	53.6	59	52.1	73.9	37	57.9
"260401_at"	1121.7	734.8	629.2	1133.5	921.9	730.9	1100.3	1075.4	531.2	1544.3	1074.6	1673.3
"260402_at"	92.4	61.9	67.8	78.4	91.4	78.5	85.8	56.8	69.8	82.7	66.5	82.5
"260403_at"	81.2	41.4	81.8	49.9	46.6	61.8	53.7	28.2	46.3	40.5	56.3	67.6
"260404_at"	120.2	148.2	127.5	121.3	155.8	131.9	99.9	107.8	95.1	94.9	117.1	132.9
"260405_at"	110.1	71.3	29.2	147.1	109.5	85.2	140.5	71.4	55.3	365.8	116.5	194.7
"260406_at"	37.9	43.3	44.4	95.2	144.7	67.1	60.7	86	38.1	58.3	79.8	86.8
"260407_at"	133.4	120.3	96	112	88.6	91.5	134.2	95.9	79.1	104.8	93.4	64.2
"260408_at"	319.3	131.8	161	346.4	109.7	169.9	387.8	130.1	156.8	249.2	103.5	135.7
"260409_at"	539	645.7	805.9	746.7	603.1	789.3	504.9	660.8	796.3	637.9	550.1	707.1
"260410_at"	3385.2	1997.7	1344.9	2449.5	1775.7	1606.3	4798.4	2911.6	2389.6	3093.5	2570	2295.5
"260411_at"	255.1	300.3	343.7	277.4	409.1	316.5	209.8	196.5	193.3	306.3	224.3	258.1
"260412_at"	2454	2620	2013.2	1990.5	1904.8	1754.5	2614.5	1913.7	2188.8	2158.1	2144.6	1801.5
"260413_at"	535.1	617.8	621.6	565.6	626.8	662.5	678.9	608.7	669.9	611.7	643	664.2
"260414_at"	562.8	361.3	333.3	509.8	366.7	442.7	437	444.1	421.3	441.7	359.5	421.5
"260415_at"	53	60.8	56.2	68.3	87.2	84.1	85.5	97	52.6	175.2	124.5	199.3
"260416_at"	199.2	218.7	180.2	155.1	188.1	197.2	189	234.4	233.3	190.4	202.6	186.9
"260417_at"	391.4	291.4	251.9	275.8	222.7	304.1	278.9	273.6	241.9	187.9	267.5	265.1
"260418_s_at"	345.5	330.3	358.1	421.5	540.5	422.6	342.4	401	283.3	473.4	419.9	461.2
"260419_at"	851.7	654.7	471.2	627.1	507.5	623.3	567.9	520.2	428.5	802.9	562.2	743.9
"260420_at"	49	36	29.7	46.3	16.4	48.2	98.9	58	93.2	112.3	80.9	68.6
"260421_at"	937.2	852.6	735.3	941.7	988.7	801.2	1011.6	1050.3	864.6	998.4	990.2	947.7
"260422_at"	15.5	4.8	13	2.6	13.6	16.9	3.3	2.2	9.1	14.8	7.5	19
"260423_at"	381	247	214.7	302.4	200.7	227	388.6	276.7	267.5	270.1	267.5	237.7
"260424_at"	124	99.4	106.2	124.7	157.1	119.8	144.2	95.9	116.5	204.6	115.6	135.5
"260425_at"	297.2	471.7	274.2	225.6	418.3	315.2	123.2	181.1	113.4	115.1	290.2	199.6
"260426_at"	9074.6	10762.2	10855.5	9771.4	12031.2	10229.9	8200.9	9818.3	8426.2	9901.2	9798.9	9481.6
"260427_at"	1976.2	2235.3	3241.2	3073.6	2378.7	3395.1	1092.5	1474.7	2171.5	1553.2	1605.9	2603.2
"260428_at"	279.3	364.6	356.2	320.8	288.3	369.3	272.6	257.6	258.9	273.3	255	282.8
"260429_at"	690.5	677.6	638.6	796.8	757.1	665.7	495.4	473.4	345.8	405.8	338.5	359
"260430_at"	84.5	112.5	60	84	116.7	108.7	155.5	94.2	25	212.1	62.6	119.3
"260431_at"	317.6	326.8	452.5	285.9	201.1	283.1	328.7	261.3	420.7	197.1	190.1	235.7
"260432_at"	133.4	88.1	126.8	132.8	93.8	106.1	82.3	93.5	90.8	106.6	91.6	97.6
"260433_at"	7.2	8.4	12.7	7.8	7.7	11.8	6.1	5.8	11.3	9.6	5.9	7
"260434_at"	96.2	98.2	106.4	107.5	125.8	102.9	116.8	81.6	76.2	85.1	89.2	87.5
"260435_at"	70.6	96.8	86.7	75.5	100.6	95.9	51.9	60.3	62.8	58	59.1	70
"260436_at"	816.2	631.4	526.7	520	507.8	491.7	807.2	524.5	577.8	675.7	814.7	623.1
"260437_at"	45.9	41.4	47	33	37.9	57.5	23.5	23	57.7	46.1	35	46.8
"260438_at"	466.3	158.6	269.4	382.6	183.9	171.7	726	170.2	314.8	433.7	172.4	234.7
"260439_at"	4	13.5	10.9	26.5	7.9	27.7	18.8	4.2	13	19.9	28	21
"260440_at"	318.1	302.3	252.8	264.3	354.2	292	256.3	260	263.6	277	326.9	276.3
"260441_at"	391.4	399.1	405.5	493.8	397.1	403.7	386.9	416.1	533.4	296.7	325.3	375.4
"260442_at"	559.1	575.2	563.2	771.7	567.6	779.6	597.6	743.1	509.9	776.3	413.5	634.8
"260443_at"	319.7	297.9	343.8	377.3	341.1	312.3	281.3	368.9	366.8	354	302.8	292.7
"260444_at"	1018.9	870.6	1081.2	1291.5	1185.6	1181	1200.8	1352.3	1382	1247.4	1255.3	1355.2
"260445_at"	427.7	497.4	370.2	461.2	458.8	422.2	448.6	392	332.4	411.2	407.7	430.6
"260446_at"	218.8	342.1	367	334.5	362.2	350.7	214.4	336.8	329.8	248.4	295.5	308
"260447_at"	122.3	89.6	80.7	72.6	65.2	47.5	55.8	38.8	66.4	47.1	112.6	43.9
"260448_at"	428.2	489.8	364.6	419.7	419.7	363.4	286.7	280	283	342.4	320.6	295.2
"260449_at"	229.6	264.7	216.1	217.4	263.1	224.1	176.3	225.8	242.6	185.2	214.9	254.1
"260450_at"	143.1	145.7	124.6	109.9	104.8	110.5	116.9	71.7	99.9	99.7	100.2	95.4
"260451_at"	503.2	376.7	629.5	503.7	564.2	662.9	105.7	111.3	126.2	112.6	97.4	109.5
"260452_at"	5.8	5.1	6.1	5.2	6.2	5.4	4.5	4.8	3.8	6.8	4.4	5.5
"260453_s_at"	735.2	481.8	423.4	549.9	449.6	488.3	813	578.8	659.7	725.3	788.3	451.1
"260454_at"	527.5	383.1	463.3	529.8	496.9	424	595.9	439.3	586.3	518.9	478.6	515.5
"260455_at"	585.6	478.5	474	553.9	422.3	489.7	526.5	435.6	504.7	501.1	468.3	409.8
"260456_at"	45.2	40.3	75.6	62.5	39.8	52.8	69.4	42.8	67.7	98.7	67.2	26.1
"260457_at"	428.1	349.2	355.3	379.3	278.8	278.9	353.3	352.9	362.9	308.2	299.3	340
"260458_at"	53.8	60	51.6	48.9	72	41.1	49.9	38.5	38.6	87	41.1	44.3
"260459_at"	8.5	20.5	7.2	4.4	40.8	15.4	32.6	13.2	6.9	19.3	4.6	4.6
"260460_at"	114.8	115.2	150.1	133.1	154.1	192.8	136.5	154.5	164.1	125.3	148.7	161.1
"260461_at"	9.6	60.1	57.2	111.1	83	30.1	53.2	9.5	85	85.6	17.4	11
"260462_at"	354.3	362.5	450.4	627.8	399.6	483	377.1	382.1	399	425.1	378	420.6
"260463_at"	154.3	211.2	213.9	164.8	230.7	160.7	205.4	129.4	197.2	157.4	122	143.9
"260464_at"	188.2	189.2	128.9	125.2	172.3	133.2	168.4	180.3	175.2	193	178.8	241.9
"260465_at"	201.8	280.7	288.3	185.1	210.9	252.4	184.2	199.6	256.9	119.9	217.2	202.1
"260466_at"	250.7	308.8	281.2	280.9	317.4	250.4	276	385.6	364.7	305.1	298.7	341.7
"260467_at"	104.9	61.8	69.7	78.7	89.2	86.1	80.1	64.5	87.9	105.8	67.7	82.9
"260468_at"	89.2	80.6	82	92	94	82.3	86	42.6	80.4	115	86.8	83.9
"260469_at"	234.6	205.2	266.2	137.1	307.7	201.6	193.1	184.5	238.1	283.9	171.4	101.7
"260470_at"	82.4	64.6	89.8	56.5	117.9	99.7	90.5	109	71.6	84.3	95	94.6
"260471_at"	34.8	69.7	101.3	48.7	41.1	35.9	42.7	42.9	120.9	55.2	55.5	57.6
"260472_at"	91.7	83.3	75.4	125.7	96.5	105.2	41.9	34.1	43.4	49.6	43	55.5
"260473_at"	31.5	29.8	55.9	27.6	43.3	36.3	4	5.2	4	25.5	33.4	32.4
"260474_at"	201.7	130.9	276.1	140.3	206.7	207.3	217.6	163.9	186	203.3	124.4	176.3
"260475_at"	261.1	241.5	182.1	176.9	204.5	266	305.2	292.2	221.7	241.5	193.2	248.1
"260476_at"	201.3	187.7	181.7	173.2	178.1	154.3	192	140	169.2	165.6	175.7	196.4
"260477_at"	234.6	242.9	171.9	266.3	286.3	235.5	186.8	216	109.3	263.1	202.5	308.2
"260478_at"	43.7	16.3	43	43	45.5	40.7	39.9	43.8	6.3	38	37.7	47.5
"260479_at"	399.7	363.6	353.9	494.9	361.3	378	422.8	431.2	391.7	451.3	423.9	391.8
"260480_at"	1015.3	907.4	650.7	711.9	708	702.3	955.4	661.1	711.4	780.5	944.2	871.4
"260481_at"	10278.7	12407.7	15526.4	12987.9	13642.3	12793.4	11334.2	12143.8	14432.6	12496.6	10250.3	13642.9
"260482_at"	3075	3218.2	2401.2	2755.7	2548.1	2232.3	3251	2410.1	2603.5	1782.5	2820.8	2643.4
"260483_at"	12.6	55.5	26.5	29.5	73.5	15.2	5.1	13.4	7.3	6.3	9.4	8.4
"260484_at"	150.8	97.8	40.4	84.7	94.7	56	190.5	126.4	98	97.4	136.4	97.6
"260485_at"	5.1	0.9	6.9	17.1	4.6	4.5	1.1	3.2	3.7	2.7	1.1	4
"260486_at"	190.1	159.8	194.6	174.2	186.5	181.5	225.8	138.6	177.8	161.3	176.9	151.3
"260487_at"	1208.4	1706.1	1595.2	1674.4	1836.6	1839.1	1159.8	1839.5	1362.2	1378.9	1638	1622.4
"260488_at"	230.9	282.8	243.5	254	266.1	289.2	226.3	263.7	259.8	257.5	254.2	265.8
"260489_at"	238.4	310.3	287.5	256.1	206.6	263.5	226.7	246.4	244.2	175.5	242.4	219.8
"260490_at"	2055.9	1937.9	2165	1891	1486	1869.9	3476	3351.5	3408.3	2688.4	2472.1	2548.8
"260491_at"	100.2	69.1	56.3	53.9	79.4	55.1	107.6	65.2	72.7	49.4	39	58
"260492_at"	44.8	34.4	26.9	33.8	54.9	57.3	53.4	26.4	38.8	27.6	43.4	37.6
"260493_at"	225.7	190.7	186.8	196.8	226.2	139.1	203.4	148.2	153.3	160.5	162.1	132.8
"260494_at"	204.1	377.6	237.1	156.4	220.9	157.3	195.9	367.5	204.9	209.6	294	155.3
"260495_at"	158.9	72.9	157.4	117.7	114.3	173.9	139.1	103.8	208.9	195.5	145.4	175
"260496_at"	810.3	936.1	776.5	819.3	858.1	771.8	555.8	405.4	480.4	503.4	523.8	435.4
"260497_at"	7312.5	9308.5	10624.8	7967.9	10643.5	9836.4	6656	9521.2	9133.7	7095.1	9551.5	9675.3
"260498_at"	279.2	190.2	251.1	210.3	200.2	241.9	212.2	154.8	186	181.5	180.1	202.6
"260499_at"	309.9	291.3	326.1	317.2	275.8	321.6	293.2	288.2	306.5	290.7	264	283
"260500_at"	411.9	305.7	303	403	369.2	292.2	366.9	261.1	257.2	308.3	281.8	301.1
"260501_at"	457.5	404.8	344.1	418.7	461.3	366.4	449.9	376.2	391.3	364.2	392.7	393
"260502_at"	126.4	110.2	124.7	115.9	129.2	122.4	126.5	105	100.4	164.7	120.4	125.4
"260503_at"	778.8	441.1	551.9	500.3	534.7	564.6	671.9	572.4	553.5	422.6	603.3	683.8
"260504_at"	41.3	35.4	44	41.6	51.9	51.5	37.9	42.9	46.6	61.5	54.2	50.8
"260505_at"	169.8	149.1	123.9	187.9	123.9	165.4	114	147.9	135.3	124.6	138.1	113
"260506_at"	533.4	424.8	445.7	568.7	365.1	463.1	421.4	474.3	539.3	504.5	346.2	327.5
"260507_at"	1005.6	948.4	798.1	897.6	958.6	809.2	862.3	880.1	738.8	855.9	980.3	738
"260508_at"	2717	3041	4007.2	3252.6	3316	3634.6	2433.4	3756.5	3307.3	3480	3182.8	3169.3
"260509_at"	563.6	470.2	369.5	448.1	385.8	408.4	542.5	394	407.2	419.4	428.8	382.7
"260510_at"	175.5	221	198.1	216.7	151	228.1	199.5	167.4	181.7	175	178.7	135.6
"260511_at"	1166.8	1190.3	1112.2	995	975.3	925.1	1252.2	980.2	1056.6	904.5	893	791
"260512_at"	18.7	22.7	14.8	18.2	36.9	33.3	20.3	25.2	23.2	32.8	19.7	10.8
"260513_at"	4.1	14.2	27.4	36.1	43.9	3.1	6.8	31.5	28.7	20.8	19.9	38.7
"260514_at"	10.7	11.2	4.3	14.7	16.7	21.9	9.7	17.3	15.9	19.6	3.6	16.4
"260515_at"	112.5	85	99.2	73.1	77.4	77.5	96.3	61.3	46.7	74.1	62.8	78.5
"260516_at"	180.2	169.4	139.8	143.4	164.9	171.9	167.9	135.2	185.3	219.5	138.9	151.1
"260517_at"	202.6	140.5	135.6	159.6	174.8	162.9	156.1	123.5	150.5	159.9	148.4	136.1
"260518_at"	4.9	9.6	10.3	5.8	29.1	41.9	10.6	29.4	21.6	8.7	4.5	38.9
"260519_at"	260.3	326	266.2	319.1	270.5	347.6	292.4	251.9	269.1	305.1	264.9	256.4
"260520_at"	315.4	332.2	220.3	326.7	301.1	277.1	295.1	276.2	300	304.3	329.6	267.5
"260521_at"	581.4	633.1	476.5	514.1	523.4	481.9	736.5	594	535	555.8	613.9	475.3
"260522_x_at"	256.9	1694.6	117.3	1013.4	3710.4	1332.8	164.2	1252.7	89.4	1935.5	2052.6	4019.2
"260523_at"	556.4	881.9	848.7	584.9	689.8	763.2	226.5	433.3	635.8	369.6	497.3	503.9
"260524_at"	107	90.3	86.6	93.2	82.7	103.3	81.8	70.4	80.1	68.9	81.6	90
"260525_at"	604	933.9	576	553.5	643.6	619	600.8	644.2	578.4	474.5	790	582.8
"260526_at"	343.3	319.2	269.6	268.3	245.4	286.9	350.4	242.9	196.8	281.4	330	303.8
"260527_at"	154.4	50.5	167.5	224.7	95.7	174	157.8	199.9	216	276.5	254.4	235.9
"260528_at"	207.1	130.2	155.5	164.9	136.2	146.3	178.5	148.1	116.3	141.6	155.4	130.7
"260529_at"	9462.6	10291.6	10720.9	9339.5	10273.6	9069.1	9434.3	8659	10319.6	10119.2	9617.4	10558.2
"260530_at"	3129.8	2750.4	2486.1	3028.6	2425	2447	3335	3410.7	2811	3371.1	2620.3	2672.4
"260531_at"	265	475.5	454.1	316.3	299.4	430.6	306.5	375.2	455.6	227.9	187.9	318.6
"260532_at"	545.2	606.7	462	476.8	507.9	476.2	473.3	493.9	434.1	392.6	550.8	529.8
"260533_at"	108.4	103.8	139.2	106	116.4	110.4	136.7	128.8	118.9	124.3	138	118.2
"260534_at"	26.5	34.9	25.8	21.9	19.2	36.9	25.7	9.1	25.7	6.3	6.6	23.5
"260535_at"	3.8	2.5	4.2	9.1	3.8	2.4	3.3	20.5	20.4	4.6	26.2	69
"260536_at"	745	470.4	543.8	731.3	443.9	530.5	534.7	345	478.6	400	396.1	429
"260537_at"	34.9	25.6	42.3	26.5	39	50	28.8	30.3	26.3	42	37.7	24
"260538_at"	3626.1	4792.1	4784.1	4175.4	5718.9	4815.6	3325.9	5483	4416	4489	5350.9	5123.8
"260539_at"	73.3	39	72.9	63.3	75.2	86.3	60.3	70.7	65.9	72	39.3	76
"260540_at"	77.3	94.3	90.4	76.7	101.7	78.6	102.8	104.4	120.7	88.8	111.5	117.9
"260541_at"	1272.6	860.7	936.9	1473.5	562.3	862.2	2876.8	3388.2	2752.6	2406.1	1074.6	1439.3
"260542_at"	1204.9	1538	1794	1554.3	1383.1	1686.3	1225.6	1629.5	1861.4	1310.4	1104.1	1407.7
"260543_at"	599.5	540.6	737.4	615.3	445.5	667.8	764.2	703.8	907.9	583.6	668.5	627.9
"260544_at"	298.4	227.2	226.5	328.7	251.4	300.2	277.9	244.9	210.1	363.8	255.1	260.4
"260545_at"	980.8	872.2	883.3	960	752.2	846.9	941.1	957	862.7	947.4	715	834.3
"260546_at"	704.4	495.7	566.2	736.8	621.7	604	513.3	335.4	311.8	428	248.1	283.9
"260547_at"	451	448.9	403.6	531.3	450.3	354.6	919.1	930.4	778.1	740.4	576.6	555.8
"260548_at"	955.5	932.1	905.7	921.9	743.1	837.5	863.7	833.5	788.5	768.7	626.8	578
"260549_at"	1641.8	1211.4	1109.7	1670.6	1371.3	967.1	1664.8	1260.6	846.2	901.6	856.2	829.7
"260550_at"	1018.7	849.8	849	1007.9	793.5	991.3	965.3	818.8	993.6	980.6	918.1	859.6
"260551_at"	1814.9	374.7	505.5	1692.8	545.3	540.9	3626.4	1172.9	1497	3304.2	1142.3	1609.2
"260552_at"	405.3	477.3	488	482	513.9	485.2	480.1	509.6	474.9	563.7	436.2	524.7
"260553_at"	659	269.3	384.5	590.6	439.2	377.4	515.8	405.6	500.7	596.9	554.7	464.6
"260554_at"	966.8	1074.8	712.9	905.4	1022	1011.7	745	881.3	1081.3	815.2	1093.8	1097.3
"260555_at"	100.3	69.6	126.3	110.7	125.6	119.5	111.6	87.3	109.5	125.3	99.9	72.9
"260556_at"	4544.1	519.6	651.6	4453.4	459.4	782.8	4019.5	857.9	709	7945.1	626.2	1203.6
"260557_at"	825.4	329.4	694.2	766.2	443.2	588.3	438.5	462.1	539	805.8	480.5	420.4
"260558_at"	21.7	5.1	9.9	41.4	16.5	6.8	14	7.3	4.5	13.5	5.1	9.1
"260559_at"	2.3	2	2.6	2.2	3	2.5	2.4	1.9	2.4	5.6	1.8	2.6
"260560_at"	317.4	116.3	148.5	360.5	306	95.1	208.1	212.7	116.8	629.2	319	144.6
"260561_at"	7.3	1.6	5.4	6.8	5.8	6.9	10.2	5.8	12.3	35.7	5.9	6.9
"260562_at"	175.1	106	85.1	109.4	93.7	89.5	134.9	91.6	57.5	125.1	125.9	124.9
"260563_at"	70.5	72.5	53.6	70.4	88	70.7	75.4	40.3	55.6	42.4	96.4	50.1
"260564_at"	306.6	403.3	409.8	441.4	467.3	555.5	246.2	453.9	389.9	263	509.7	587.9
"260565_at"	329.9	329.7	195	236.9	224	204.6	466.5	207.6	342.1	270	281.7	263.6
"260566_at"	3017.8	3326.2	3119.5	2693.9	2637.1	2799.5	3465.7	2875.7	3108.9	2989.7	2828.7	2725.6
"260567_at"	3666.7	1834.3	1591.3	2584.3	2298.5	1832.9	3006.5	1329.3	754	1733.4	2393.9	1786.5
"260568_at"	209.1	105.9	158.2	276	144.1	207.6	1378.5	794	694.5	2682.7	898.2	1423.7
"260569_at"	1807.7	1833.9	1499.6	1438.3	1957.6	1826.4	1744.9	1817.9	1238.9	1681.9	1839.6	1596.5
"260570_at"	1897.3	2562.6	2504.1	1911.8	2689.6	2730.8	1695.9	1970.1	1701.8	1595.7	1964.1	1511
"260571_at"	803	758.4	592.9	778.7	654.3	716.6	856	801.7	619.8	808.4	794.2	734.7
"260572_at"	1215.2	1119.9	1316.2	1341.8	1174.3	1297.1	1207.3	1436.5	1194	1399.5	1010.6	997.5
"260573_at"	37.8	13.3	33.8	40.7	61.3	28.7	29.5	40.1	41.7	27.2	29.9	32.6
"260574_at"	6.7	36.8	19.2	20.3	8	35.7	37.2	32.1	7.8	24.1	11.2	9.3
"260575_at"	83	89.6	91.9	71.2	105.3	77.1	76.7	74.3	85.9	84.6	86.7	70.6
"260576_at"	111.3	145.6	139.2	115.8	132.5	142.9	135.6	127.1	111.7	110.5	122.6	109.7
"260577_at"	6.5	5.5	5.6	38.9	12.3	33.3	10.9	19.3	12.5	11.1	9.9	3.8
"260578_at"	193.8	191.7	202.4	216.5	204.2	189	323.2	228.2	276.4	298.9	271.2	281.8
"260579_at"	6110.7	5963.5	7766.9	6898.3	7488.7	6751	5908.7	7879.5	7025.1	6599.5	6019	6553
"260580_at"	1896.4	2241	1794	1669.3	1693.9	1795.7	1831	1650.2	1775.3	1671.4	1872.9	1690.8
"260581_at"	57.7	45.6	45.7	58.7	59.6	41.1	88.1	65.6	57.1	135.2	69	83.7
"260582_at"	50.4	38.7	61.9	48.4	46.9	63.4	96.6	83.2	74	60.9	106.4	203.4
"260583_x_at"	174.4	222	126.1	77.3	40.4	113.7	85.7	45.1	98.2	13.3	105.8	103.1
"260584_at"	10.9	4.4	10.1	33.3	27.4	30	36.7	32.4	23.8	29.3	7.8	29.1
"260585_at"	264.3	345	197.7	233.8	335.4	265.2	191.1	238	190.5	191.9	262.5	256.8
"260586_at"	945.1	1271.6	1387.8	1170.6	1387.2	1482.3	921.4	1184.3	1279.7	1128.1	1245.1	1220.1
"260587_at"	5580.4	5525.4	5331.8	5121.7	5911.1	5228.4	5825.1	4555.9	6012.9	3477.1	5846.7	4798
"260588_at"	868.8	797.1	690.4	798.8	819	672.7	860.3	775.3	723.5	1043.2	844.1	922.2
"260589_at"	633.3	588.5	636.9	650.2	562.4	592	609.5	661.5	511	590.7	527.8	528.5
"260590_at"	3733.2	3255.9	2526.9	3272.9	2510.8	2673.3	4316.8	4175.9	3228.8	4510	3668.7	2909.3
"260591_at"	3.9	5.3	3.7	2.1	4	1.5	2.7	2.8	3.4	1.5	2.1	2
"260592_at"	2226.7	2066.8	1540.5	2169.5	1904	1621.6	1311	1593.9	1225.4	1358.3	1608.1	1422.8
"260593_at"	162.8	168	189.3	177.1	194.2	183.9	119.3	151.3	195.3	123.8	139.8	171.1
"260594_at"	280.5	196.9	195.8	197.6	191	260.8	168.1	165.9	170.3	138.2	226.5	173
"260595_at"	614.6	835.4	869.7	840.4	1058.7	841.1	489.4	796.5	679.5	385.8	856.5	783.8
"260596_at"	693.9	921.8	740.6	630.8	893.1	747.2	478.8	703.1	473.6	493.4	835.4	618.2
"260597_at"	134.3	118.2	93.7	135.6	170.8	126.5	105.5	105.8	142.7	149.5	122.2	114.8
"260598_at"	92.8	166.4	132.1	82.4	138.8	111.3	78.6	93.3	93.1	64.9	112	80.8
"260599_at"	126.2	96.4	122.3	85.1	153.2	95.4	158.1	101.1	159.6	158.7	143.8	158.7
"260600_at"	3.9	2.6	3.1	5.1	22.9	5.2	2.8	5.4	5	6.4	5	5
"260601_at"	435.9	301	344.9	372.9	268.5	448.8	519.3	676.7	459.2	642.4	499.6	614.9
"260602_at"	1167	811.9	672.6	1155	1015.6	781.8	1899.9	1471.3	1148.9	1991.5	1254.5	1704.8
"260603_at"	350.4	269.6	310.6	257.5	247.3	357.2	226.9	223.2	225.2	230	211.7	163
"260604_at"	1659	1378.8	1344.4	1521.8	1124.4	1184.5	1965.5	1424.7	1538.7	1967.2	1628.6	1466.5
"260605_at"	309.1	523.7	513.8	498	675.2	614.1	292.6	493.1	510	446	497.6	567.9
"260606_at"	832.7	851	760.6	653.5	867.8	826.3	763.6	687.6	657.8	733.5	834.1	684.6
"260607_at"	69.1	70.7	63.9	60.4	81.6	71.4	42.7	36.3	91.3	106.8	57.7	82
"260608_at"	57.2	17.8	8.6	36.4	31.7	8.6	12.7	13.3	48.3	9.9	37.6	52.4
"260609_at"	48.5	35.6	15.8	43.3	29.6	46.5	54.3	32.1	38	53.3	29.7	29.1
"260610_at"	733.5	642.5	572.3	579.2	594	566.8	776.1	412.3	578.4	593.4	605.5	560
"260611_at"	75.7	49.6	86.6	95.5	72	81.4	119.9	121.4	202	179.4	227.6	246
"260612_at"	37.4	21.9	41.7	40.1	61.4	44.3	56.1	31.2	30.2	62.7	30.8	49.3
"260613_at"	488.7	456	455	615.7	426.1	447.5	381.1	466.2	318	398.1	389	302.8
"260614_at"	668.3	634.3	537.3	710.5	552	569	444.8	412	414.6	432.2	403.2	505.9
"260615_at"	8326.4	9461.5	9550.2	7658.8	9845.1	8293	7597.4	8243.8	8524.6	7586.7	9322.9	9020.5
"260616_at"	1520.7	1877.5	1885.6	1876.7	1975.1	1973.5	1503.1	2167.7	1962.7	1932.8	2113.2	2123.6
"260617_at"	33.7	46.7	54.4	43.4	37.7	43.4	3.7	28	18.8	12.9	32.3	42.8
"260618_at"	315.5	374.8	387.8	319.6	288.7	328.2	346.9	223.6	337.6	293	252	292.2
"260619_at"	1671.8	1911	2081.3	2028.1	1807.7	2122	1581.4	2413.6	2263.1	2028.7	2017	2166.5
"260620_at"	80.4	78.6	75.3	60.2	99.5	90.7	71.2	75.8	81.1	62.8	68	61.6
"260621_at"	44	36.7	45.8	39.1	49.4	51.9	46.4	35.4	42.7	46.1	29.4	31.1
"260622_at"	223.7	225.1	247	228.1	135.8	231.5	144.7	208.5	210.8	199.7	197	191.2
"260623_at"	121.5	59.5	83.3	81.5	24	19.2	92.9	97	12.8	100.3	38.1	11
